Varieties,price,Suitable,address,g,stage,oldPrice,Classification,ManufacturerAddress,PorductName,daraurl,ManufacturerName,Flavor,title,brand
,无,,其他,450g,全犬期,34.00,,FROMM福摩,,,FROMM福摩,鸡肉味,铝箔分装  美国FROMM福摩鸡肉鱼蔬菜配方狗粮全犬粮1磅,FROMM福摩
,无,泰迪 贵宾,其他,800g,成犬,96.00,犬粮,新食代,,,新食代,其他,新食代狗粮犬粮泰迪贵宾小型犬成年犬种鲜肉软粮800g盒装易嚼适口,新食代
,无,,加拿大,11400g,老年犬,830.00,,加拿大,,,渴望,其他,新版新配方加拿大orijen渴望 老年犬高龄粮低卡抗敏狗粮25磅,渴望
通用型,无,全犬种,其他,13607g,全犬期,730.00,犬粮,12,,,福摩,其他,【现货】福摩狗粮 FROMM福摩鸭肉甜薯全犬粮30磅,Fromm/福摩
,无,,其他,400g,全犬期,55.00,,hills,,,hills,其他,希尔斯希尔思超重肥胖犬RD低脂减肥处方犬粮狗粮 400g分装,希尔斯
,无,全犬种,其他,12500g,全犬期,890.00,,hill's,,,hill's,其他,小折宠物~希尔斯 希尔思r/d rd犬狗减肥处方狗粮关节糖尿病27.5磅,hill's
通用型,无,全犬种,加拿大,2000g,全犬期,215.00,犬粮,艾肯拿,,,爱肯拿,鱼肉味,加拿大进口爱肯拿Acana 无谷深海鱼配方成犬幼犬全犬粮2kg金,ACANA/爱肯拿
通用型,无,,其他,500g,成犬,7.50,犬粮,,,,雷米高,牛肉味,雷米高澳丽得牛肉深海鱼油配方成犬狗粮500克 犬主粮 买2包邮,RAMICAL/雷米高
,无,全犬种,英国,12000g,幼犬,730.00,犬粮,英国,,,英国海洋之星,鱼肉味,现货包邮海洋之星狗粮深海鱼幼犬粮通用粮泰迪比熊美毛12kg730元,Fish4Dogs/海洋之星
通用型,无,,其他,10000g,成犬,338.00,犬粮,澳维加,,,澳维加,羊肉味,澳维加狗粮 羊肉味羊肉米饭成犬粮10kg澳洲进口粮 江浙沪包运,OZVIC/澳维加
通用型,无,,其他,15000g,成犬,269.00,犬粮,天津,,,康多乐,鸡肉味,康多乐狗粮成犬鸡肉肝及蔬菜15KG金毛泰迪大中小型犬犬粮广东包邮,康多乐
,无,,美国,5400g,成犬,488.00,犬粮,美国,,,福摩,其他,美国福摩Fromm无谷猎鸟蔬菜全家禽狗粮 去泪痕美毛天然粮12磅,Fromm/福摩
通用型,无,全犬种,美国,6810g,全犬期,199.00,犬粮,美国,,,FROMM,鱼肉味,WDJ推荐美国FROMM福摩三文鱼蔬菜全犬美毛狗粮5磅 包邮,Fromm/福摩
,无,,美国,2250g,全犬期,178.00,,美国,,,福摩,其他,WDJ推荐美国福摩Fromm鸭肉甜薯5磅天然狗粮全犬粮,福摩
,无,,美国,1800g,全犬期,185.00,,美国,,,福摩,鱼肉味,美国福摩Fromm无谷三文鱼全鱼美毛蔬菜狗粮4磅,美国福摩
,无,,美国,11800g,全犬期,798.00,,美国,,,Fromm,鸭肉,美国FROMM福摩无谷三文鱼鸭肉蔬菜全犬粮26磅成犬幼犬美毛狗粮,Fromm/福摩
其他,无,全犬种,美国,80g,全犬期,6.00,,美国,,,美国福摩工厂,其他,香港直采美国FROMM（福摩）狗粮猫粮原装试吃装,福摩
通用型,无,全犬种,美国,2200g,全犬期,480.00,犬粮,1,,,美国福摩宠物有限公司,鱼肉味,大胖大胖 美国Fromm福摩鸡肉鱼蔬菜狗粮 全犬粮 15磅,Fromm/福摩
,无,,加拿大,11400g,成犬,975.00,,加拿大,,,加拿大渴望宠物食品公司,鸡肉味,大胖大胖双标防伪加拿大Orijen渴望天然无谷狗粮鸡肉成犬粮11.4kg,Orijen/渴望
通用型,无,,其他,3000g,使用于怀孕42天起的母犬、哺乳期母犬及2月龄以下离乳期幼犬,490.00,奶糕,上海,,,皇家皇家,其他,法国皇家小型犬奶糕粮小奶狗狗粮10kg离乳期泰迪贵宾奶狗幼犬包邮,ROYAL CANIN/皇家
,无,全犬种,比利时,2000g,成犬,115.00,犬粮,比利时,,,比利时嗗达,鸡肉味,比利时Woofstard嗗达啃达鸡肉成犬粮天然狗粮 2kg,WOOFSTARD/嗗达
通用型,无,全犬种,美国,6300g,全犬期,450.00,犬粮,美国,,,钻石,鹿肉,20000公里现货Taste of the Wild荒野盛宴狗粮全犬期鹿肉豌豆14磅,荒野盛宴
通用型,无,全犬种 其他 吉娃娃 巴哥犬 柯基 比熊 泰迪 约克夏 西施犬 贵宾 雪纳瑞,加拿大,5400g,全犬期,388.00 - 399.00,犬粮,加拿大,,,加拿大NOW,其他,港版 NOW无谷小型犬全犬12磅狗粮四叶草全犬成犬粮泰迪比熊小颗粒,NowFresh
,无,全犬种,加拿大,250g,全犬期,23.50,犬粮,爱肯拿厂家出品,,,爱肯拿厂家出品,羊肉味,满三份包邮 爱肯拿无谷羊肉苹果全犬狗粮250g分装 试吃,ACANA/爱肯拿
通用型,无,全犬种,其他,1800g,成犬,230.00,犬粮,美国,,,美國wellness core,鸡肉味,香港宠物店 美国Wellness Core无谷小型犬成犬粮 4磅,wellness
,无,全犬种,美国,2268g,全犬期,80.00,,进口,,,进口,鸭肉,鸭署5磅细颗粒天然低敏狗粮 全犬期鸭署狗粮 改善泪痕美毛5磅狗粮,雪山
通用型,无,全犬种 其他,其他,1500g,成犬,138.80,专用粮,皇家公司上海,,,皇家公司,其他,新现货包邮 皇家DS30 1.5KG减肥2期处方犬粮糖尿病处方狗粮降血糖,ROYAL CANIN/皇家
,无,全犬种,新西兰,15390g,成犬,410.00,,多格漫上海零食商贸,,,广州怡海宠物用品有限公司,牛肉味,新西兰伊贝斯Erbeth 成犬狗粮 34.2磅 牧场牛肉+猕猴桃天然配方,伊贝斯
,无,,其他,1360g,成犬,78.00,犬粮,中国,,,佳普斯进出口贸易公司,其他,包邮 美国METZ玫斯 无谷鲜肉成犬粮3磅 泰迪比熊贵宾金毛犬粮,METZ/玫斯
,无,全犬种,加拿大,6000g,全犬期,658.00,犬粮,加拿大,,,冠军宠物,羊肉味,WDJ推荐爱肯拿无谷升级羊肉苹果成幼犬狗粮全犬粮6kg肠胃保健美毛,ACANA/爱肯拿
,无,全犬种,美国,12250g,全犬期,635.00,犬粮,Prairie,,,Prairie,鸡肉味,香港发货Prairie均衡狗主粮鸡肉糙米全犬粮12.25kg促肠道消化狗粮,PRAIRIE
通用型,无,全犬种,加拿大,1200g,全犬期,125.00,犬粮,,,,冠军,羊肉味,防伪可查 加拿大ACANA爱肯拿无谷羊肉苹果狗粮1.2KG 天然全犬粮食,ACANA/爱肯拿
通用型,无,哈士奇 德国牧羊犬 拉布拉多 萨摩耶 边境牧羊犬 金毛 阿拉斯加,其他,15000g,成犬,725.00,犬粮,巴西淘淘,,,巴西淘淘,其他,巴西淘淘力派均衡中大型犬成犬粮15kg 金毛萨摩去泪痕美毛狗粮,TOTAL EQUILIBRIO
,无,全犬种,日本,750g,成犬,98.00,,日本,,,日清,其他,日本  日清狗粮 1-6岁熏制成犬粮750G,日清
,无,,美国,85g,全犬期,105.00,,美国,,,美国,其他,高级冻干粮 百利Instinct冻干生鲜水果肉粒鸡肉狗粮85g,百利
,无,,新西兰,500g,全犬期,32.00,,新西兰,,,ZEAL纽西兰,鸡肉味,纽西兰Zeal全天然半湿狗粮鸡肉配方进口半软鲜肉狗粮500G试吃装,ZEAL
,无,全犬种 吉娃娃 哈士奇 巴哥犬 德国牧羊犬 拉布拉多 柯基 比熊 泰迪 约克夏 萨摩耶 西施犬 贵宾 边境牧羊犬 金毛 阿拉斯加 雪纳瑞,美国,1800g,全犬期,285.00,犬粮,美国,,,FROMM,鱼肉味,美国FROMM福摩无谷三文鱼鸭肉美毛狗粮4磅 小颗粒狗狗天然粮,Fromm/福摩
,无,,美国,500g,全犬期,38.00,,福摩,,,福摩,鱼肉味,满5斤包邮-Fromm福摩狗粮 全犬期 无谷全鱼蔬菜配方500g,Fromm/福摩
比熊,无,,爱尔兰,500g,成犬,25.00,犬粮,100,,,100,其他,法国皇家比熊小型犬成犬粮 宠物狗狗主粮狗粮500g,ROYAL CANIN/皇家
通用型,无,,加拿大,1200g,成犬,125.00,犬粮,加拿大,,,ACANA/爱肯拿,羊肉味,加拿大ACANA 爱肯拿无谷升级版羊肉苹果幼成犬全犬狗粮1.2kg,ACANA/爱肯拿
通用型,无,,美国,10000g,成犬,340.00,犬粮,美国,,,汤伯,鸡肉味,多省包邮 美国汤伯狗粮 鸡肉燕麦配方成犬粮 10kg 大中小型犬,汤伯
,无,,越南,9600g,老年犬,238.00,,上海,,,上海雪山宠物用品有限公司,其他,马尔赛皇家哈士奇犬老年犬专用营养配方狗粮天然粮20磅装包邮,马尔赛皇家
贵宾/泰迪,无,吉娃娃 泰迪 约克夏 贵宾,英国,2000g,幼犬,135.00,专用粮,,,,贝诺,其他,英国贝诺泰迪成犬专用2KG狗粮 温暖主食粮 适合一岁以上的宝贝,贝诺
,无,,美国,11800g,全犬期,780.00,,美国,,,美国,鸡肉味,WDJ推荐WELLNESS狗粮CORE无谷鸡肉鸡肉配方全犬粮﹙无谷物﹚24磅,wellness
,无,全犬种,加拿大,11400g,全犬期,750.00 - 830.00,犬粮,加拿大ACANA爱肯拿,,,加拿大ACANA爱肯拿,鱼肉味,wdj推荐新包装加拿大ACANA爱肯拿狗粮全犬经典海洋盛宴配方11.4kg,加拿大ACANA爱肯拿
,无,全犬种,加拿大,11400g,全犬期,670.00 - 740.00,犬粮,加拿大,,,加拿大ACANA爱肯拿,鸡肉味,WDJ推荐加拿大ACANA爱肯拿经典农场盛宴鸡肉狗粮全犬天然粮11.4kg,加拿大ACANA爱肯拿
通用型,无,全犬种,美国,2270g,全犬期,200.00,犬粮,美国,,,荒野盛宴宠物食品公司,鱼肉味,美国荒野盛宴海洋奇珍烟熏三文鱼全犬期无谷全犬粮4.4磅普通颗粒,Taste of the Wild/荒野盛宴
通用型,无,全犬种,美国,2270g,全犬期,200.00,犬粮,荒野盛宴宠物食品公司,,,荒野盛宴宠物食品公司,羊肉味,荒野盛宴美国进口狗粮wdj推荐羊肉天然无谷全犬期小型犬4.4磅犬粮,Taste of the Wild/荒野盛宴
通用型,无,,加拿大,2721g,全犬期,259.00,犬粮,加拿大NOW,,,NOW,其他,轻微破包-带标now无谷小型犬全犬狗粮火鸡鸭肉防泪痕6磅比熊 泰迪,NOW
通用型,无,,美国,13608g,全犬期,675.00,犬粮,福摩厂家,,,福摩,鸭肉,破包！ FROMM福摩鸭肉甜薯幼犬成犬犬粮狗粮30磅 金毛 泰迪,Fromm/福摩
,无,全犬种,澳大利亚,2500g,成犬,56.00,专用粮,江苏省扬州市广陵产业园,,,乐威宝宠物用品有限公司,牛肉味,乐威宝成犬粮,other/其他
,无,,其他,2000g,全犬期,228.00,,中国,,,嘉吉,其他,778佩玛思特非转基因天然粮美肌美毛贵宾泰迪比熊美毛护肤狗粮2kg,Petmaster/佩玛思特
,无,全犬种,美国,30g,全犬期,780.00,,美国,,,美国,牛肉味,美国荒野羊肉无谷全犬天然狗粮30磅,荒野
通用型,无,,其他,500g,老年犬,28.00,犬粮,Purich/醇粹,,,Purich/醇粹,鸡肉味,醇粹老龄犬高龄犬专用狗粮天然粮大中小型通用型犬主粮500g,Purich/醇粹
,无,,日本,50g,全犬期,23.50,,JanP,,,JanP,羊肉味,日本Pure Royal半生软狗粮超小型犬配方 超小颗粒 羊肉味 单包50g,Pure Royal
,无,全犬种,美国,150g,全犬期,15.90,犬粮,美国,,,美国钻石,其他,美国荒野盛宴无谷天然狗粮试吃装金毛柴犬哈士奇萨摩中型犬粮,Taste of the Wild/荒野盛宴
通用型,无,全犬种,其他,2270g,幼犬,780.00,犬粮,美国,,,荒野,鱼肉味,美国荒野盛宴天然无谷海洋风味幼犬三文鱼狗粮泰迪金毛犬主粮30磅,荒野飨宴
通用型,无,全犬种,美国,6800g,全犬期,450.00,犬粮,福摩,,,福摩,其他,WDJ推荐美国福摩FROMM狗粮 鸭肉甜薯全犬粮15磅 美毛护肤狗粮,Fromm/福摩
,无,,其他,12000g,幼犬,635.00,,江苏,,,Nutrifresh/纯皓,鸡肉味,纯皓狗粮中大型犬幼犬主粮天然无谷粮酵素萨摩金毛拉布拉多12kg,Nutrifresh/纯皓
通用型,无,全犬种,美国,10872g,成犬,770.00,犬粮,美国,,,Blue Buffalo,鸡肉味,遛狗啦 美国蓝爵Blue Buffalo成犬狗粮鸡肉无谷配方24磅促,蓝爵Blue Buffalo
通用型,无,全犬种,其他,1500g,成犬,740.00,犬粮,英国,,,Fish4Dogs.Ltd,鱼肉味,英国Fish4Dogs海洋之星无谷深海鱼成犬美毛配方狗粮大颗粒12kg,Fish4Dogs/海洋之星
通用型,无,,加拿大,6000g,全犬期,520.00,犬粮,加拿大,,,ACANA/爱肯拿,羊肉味,加拿大ACANA 爱肯拿无谷升级版羊肉苹果幼成犬全犬狗粮6KG,ACANA/爱肯拿
,无,,加拿大,11350g,全犬期,679.00,,加拿大,,,加拿大,鱼肉味,行货：GO natrual野生三文鱼全犬期狗粮25磅 可查防伪,GO
,无,全犬种,美国,6800g,全犬期,599.00 - 620.00,,日本Artemis,,,日本Artemis,其他,现货日本原装进口Artemis松茸含益生菌养肠胃幼成犬狗粮6.8kg小粒,Artemis
,无,,日本,2400g,成犬,265.00,,日本,,,日本代购,鸡肉味,现货 日清日本代购宠物狗狗JPSTYLE GOLD1-6岁成犬专用狗粮2.4kg,jp
,无,全犬种,加拿大,13000g,全犬期,920.00,犬粮,费思美,,,费思美,羊肉味,加拿大FirstMate费思美无谷类羊肉全犬狗粮13kg标准颗粒 预售,firstmate费思美
,无,全犬种,英国,14000g,全犬期,689.00,犬粮,英国某地,,,红女巫,鱼肉味,英国进口红女巫Redwitch三文鱼米饭狗粮成犬幼犬全犬期天然粮14kg,英国红女巫 Redwitch
